destination,rating,text,month,translation_status,failure_reason
Perhentian Island Resort,1.0,"The first room was dirty and old stuck between a swamp and the tropical forest at the bottom. We asked for a change. The second proposal was equally calamitous. So I looked up myself on the internet and could show them that there was one on the front line of the beach. We had her with a surprise. Nevertheless except the beach in front of the bungalow it was old, damaged to redone! Seen the location they have a crazy potential while everything is loose. There's nothing to understand. The staff don't care about anything. They must be disillusioned. Everyone who arrives asks to change. No one came to pick us up at the dock while a person on a motorcycle with a trailer is supposed to do that job. We had to carry our luggage under a sun of lead. The whole hotel is old. Meals have no flavor and tables are limited to cleanliness. Only the beach in front is beautiful. White sand and translucent water, turtles, baby sharks, fish. What a waste!",2025-09,translated_argos,
Perhentian Island Resort,2.0,"Very expensive for what it offers. The beach it's on is probably the best, but that means every day you get a massive influx of groups coming to snorkel and/or dive, which takes away from the paradise-beach image you expect. Even so, the beach and snorkeling are worth it. As for the 'Resort', it's shabby, aged, and poorly kept. Lack of cleanliness everywhere, even the sheets seemed unchanged from previous guests, with sand left inside the bed. The cabins have air conditioning and a fan but the power goes out easily. There is no hot water. Breakfast is acceptable but lacks variety over several days, and the food isn't good quality -- nearby hotel restaurants offer better meals. Staff are okay but show zero warmth (a couple are the exception), a big difference from the rest of the country. Honestly you pay a price that doesn't match the facilities -- you pay for the location. We only had 2 nights booked and stayed longer on the island but switched hotels. If I had to come back to this island this isn't a hotel I'd choose, it has a lot of room for improvement.",2025-09,translated_manual,
Perhentian Island Resort,2.0,"The location and the beach in front of the hotel are, without a doubt, THE BEST ON THE ISLAND — that's the positive part. The negatives:

1- The hotel restaurant needs a lot of improvement. Prices are a bit higher than in other areas, which would be fine if the food were good, but it isn't (except for a few specific dishes). You can tell no one's really keeping an eye on things, no manager supervising. Breakfast is basic but fine.

2- The rooms are THE WORST PART — maintenance is basically NONEXISTENT. Walls, closets, floors — everything is worn out and old. If that were all, the rating would be higher, but no — CLEANLINESS NEEDS TO BE IMPLEMENTED. There are no mosquito nets on the beds; last night we had to kill, without exaggeration, 15 tiny insects I couldn't identify, they looked like mini-mosquitoes. Given that we always kept everything closed and shut the door right away, I understand you're in the jungle and there will be bugs, but not in that quantity — they need to put measures in place so this doesn't happen. We paid €113 per night (for a standard room, not near the sea), not €30. And what really left us speechless was finding a large amount of some kind of sandy grit under the bed — after looking into it a bit, it seems to be termite droppings, I'm NOT SURE, but it definitely wasn't sand. In conclusion, you don't sleep comfortably.

3- The service: it's true we met some pleasant people, but there were others who weren't particularly friendly.

I don't know if this is an isolated situation or not, since we haven't stayed at other hotels on this island — I don't know how common it is, but we stayed at Ombak Resort (on Kecil) and it was much better, both the restaurant, the rooms, and the service.",2025-09,translated_manual,
Perhentian Island Resort,1.0,"The beach is paradise, but the resort is hell.

Dirty rooms, no real cleaning (they only change towels, they don't even restock toilet paper or water), old facilities full of dampness. The restaurant is chaotic: no one serves you, the food is terrible and expensive, and they don't serve alcohol (which isn't mentioned anywhere). The dive center wasn't even able to offer a private instructor.

We ended up salvaging our vacation at the neighboring resort, The Barat, where they treated us well and I was able to dive with an excellent private instructor.

Conclusion: this hotel survives purely on its location. The beach is unique, but the ""resort"" is in a state of neglect and ruins the experience.",2025-09,translated_manual,
Pulau Payar Marine Park,5.0,"Omg, I really love this place. The sea is crystal clear. I advice you guys to bring your loved ones here and experience it yourself.",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"A beautiful, clean island. It's a very comfortable placement and there's a little water activity like diving, and there's, like, one nice, beautiful place of relief.",2022-12,translated_argos,
Pulau Payar Marine Park,4.0,They provide boat for dive n around. Marine life was good when diving. Beautiful marine,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,A must go place when u visit langkawi. Love the ocean with great scenery.,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,It is beautiful place ❣️,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Happy to have a moment with family at pulau payar . So many activity especially snorkling inside clear water sea . Children are most happier . Great experience amazing view so peacefull ...,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,For what the marina island wants to buy is one of the most mandatory visits.. What a beautiful view. The island area is awake. Interesting place for family and sea lovers. Also the most important attraction is snorkeling. Never satisfied with the beauty of the sea and the joy of the sea..,2022-12,translated_argos,
Pulau Payar Marine Park,4.0,Nice place for snorkeling good good,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"I've been here before with my friends.
How effectively they care for the ocean astounds me.

As the water is very clear, snorkelling is another activity where many lovely creatures may be seen.",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,The scenery was awesome..great place to relax n enjoy,2022-12,not_applicable,
Perhentian Island Resort,4.0,"We stayed at Coral View Resort but often wandered over to the beach in front of Perhentian Island Resort, as it turned out to be one of the nicest stretches of sand in the area. The beach here is wider and more sandy compared to other spots, making it much more comfortable for relaxing, strolling, or just lying down under the sun. The water is usually clear and calm, which makes swimming and snorkeling very enjoyable. Right in front of the beach lies Turtle Point, one of the best places on the island to spot sea turtles. With just a short swim out, it’s quite common to encounter these gentle creatures gracefully gliding through the water, which makes the experience unforgettable.

The only downside is that it can get rather busy at times, as boats frequently stop to drop off groups of snorkelers, which slightly disturbs the otherwise peaceful setting. Still, once you’re in the water, the beauty beneath quickly makes up for it. When snorkeling, don’t just stay at Turtle Point—be sure to swim toward the rocky areas on both the left and right sides of the beach. There you’ll find an abundance of colorful fish, vibrant corals, and even black-tipped reef sharks cruising gracefully in the shallows.",2025-09,not_applicable,
Perhentian Island Resort,1.0,"They call themselves a resort hotel, but all they really are is a handful of old rooms facing a turquoise beach, with absolutely deplorable service. This place was the biggest disappointment of my trip.||The Illusion of the Paradise Beach||||At first glance, the beach may seem like paradise, but the reality is different. Despite having turquoise water, the marine environment is a complete disappointment. There's no living coral reef; it's all dead coral sand with barely any fish in sight. If you're looking to snorkel or dive, you have to swim to an extreme depth to, with luck, find a turtle.||||Rooms and Maintenance: Old and Dirty||The rooms are old and in a state of total neglect, and nothing justifies the price. Cleaning is nonexistent: staff didn't restock the toilet paper and the room conditions were unacceptable. In the bathroom we found mold in the grout and faucets covered in limescale, plus damp stains on the ceiling. Outside, the scene was bleak, with piles of trash and debris scattered around the property.||||Services: Nonexistent and Disappointing||Service, in general, is dreadful. Reception staff are unfriendly and don't provide information. But the most serious issue was the dive center, which was one of the main reasons for our visit. We went to ask about booking a private day and two dives, and we were simply told it wasn't possible, which ruined the experience.||||The Food: A Real Scam||The restaurant deserves its own chapter. The breakfast buffet is poor and limited, and the food is so bad we had to go eat at nearby restaurants instead. The prices are outrageous for the extremely low quality on offer. Also, future guests should know the hotel doesn't serve alcoholic drinks.||Conclusion||||Don't be fooled by the word ""resort"". This place lacks everything it promises: no cleanliness, no good service, no good food, no living reef. If you value a quality experience, I strongly recommend you look for another hotel.",2025-09,translated_manual,
Perhentian Island Resort,3.7,"We felt the room could have been cleaner, especially the floor. We would have also preferred an improved menu at the restaurant and more bbq nights.",2025-09,not_applicable,
Perhentian Island Resort,5.0,"I stayed in this resort from 13 to 20/08 and started with anxiety seen the very daunting reviews of the resort. I think many people don't know where they are to make similar reviews. The resort is very nice, our room was in the pool area. The room was cozy and clean much better than many Italian hotels!! Certainly some signs of wear were but nothing serious. The staff is kind and super efficient. We reported a problem at the drain of the toilet at the reception time to return to the room and had already solved. We only had breakfast that I must say was not bad at all. Sometimes we had dinner and lunch in the restaurant and the à la carte menu was good. I heard other guests complaining about the buffet included in the price of the stay so I'm sorry.. the prices are very low compared to Italy. The beach is spectacular the most beautiful beach among the nearby resorts. Many people had to laugh for the sndrai.. it is true they are not enough for everyone and a little uncomfortable because they are wooden.. but it also serves a little spirit of adaptation if you travel. Vacation in luxury hotels in Italy if you look for perfection in everything, do not make random negative reviews. I read the reviews came demoralized, people known on the island as a result of reviews had even cancelled the reservation to move to another hotel... and then always come there. Happy to have chosen the Perhentian island resort.. It was an unforgettable holiday.",2025-09,translated_argos,
Perhentian Island Resort,1.0,To flee!!!! Infected restaurant !!! We spent the night at the hospital as a result of the food-based INTOXICATION !!!,2025-09,translated_argos,
Perhentian Island Resort,3.0,"We stayed in one of the beachfront rooms. The view is stunning, the water is crystal clear, and you can hear the waves from the bed. However, the interior leaves a lot to be desired. The sheets had stains, the furniture is very outdated, and insects come out of the bathroom every time you use the toilet or shower. It gives a very old and dirty impression. The restaurant staff aren't the friendliest, but the food is edible. The tablecloths might not have been washed in years...",2025-09,translated_manual,
Perhentian Island Resort,2.0,"We stayed only at the restaurant for lunch: bad service, unsavoured staff and mediocre food.",2025-09,translated_argos,
Perhentian Island Resort,4.0,The property is located on a beautiful tropical beach with beautiful sea front. In the afternoon (at the end of August) the tide retreats and therefore the bathrooms are less enjoyable. At fifteen minutes on foot you move towards some places where you can eat something. Internal restaurant that is not up to the place where you are.,2025-08,translated_argos,
Pulau Payar Marine Park,5.0,"really great Marine Park, a must go place. Need at least one day to spend and experience the place. There is also package price which includes the ferry (both ways/round trip) which is worth it",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Nice place to visit,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"A Must Visit Place If You Come To Langkawi. Good for island hoping to underground water view at exotic marine park. The package includes a ferry ride (round trip) from Kuah to Pulau Payar - including scuba diving, snorkelling, diving gears and packed lunch are provided. A variety of fish to see while snorkelling.",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"good choice for your family holiday trip, peacefull place .. you can relaxing your mind ..just come and try your own experience now",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,its my birthplace..great place to be,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"The rooms are clean and sunny and the your family ll be enjoyed and n privacy
It’s great please",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"Went there with few friends for snorkeling and scuba diving. Did not regret it at all. Come and see for yourself, underwater view is out of this world",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,The perfect island for snorkelling ☺️👍,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Nice like,2022-12,translated_argos,
Pulau Payar Marine Park,5.0,love it!,2022-12,translated_argos,
Perhentian Island Resort,4.0,"Resort located on the island besar ""big island"". A quiet resort where you can enjoy a relaxing holiday. Near the Resort you have the opportunity to walk and reach two other Resorts where you can eat and bathe, or from your Resort use taxi boat to reach other beaches or the island kecil where you will find more movida. We chose a superior class twin and instead we were assigned a standard room in a wooden bungalow. Cleaning in detail at the level of towels and sheets. The bungalows are surrounded by nature so you can find or hear animals. Buffet breakfast with a wide choice, while for lunch and dinner you can choose between buffet or à la carte. The Resort has a beach with private umbrellas and deck chairs.",2025-08,translated_argos,
Perhentian Island Resort,5.0,"If we could rate this resort higher than 5 stars, we absolutely would. After a long journey, our first experience at another place, Fauna Beach Resort, was so miserable and poorly maintained that we immediately started looking for an alternative. Thankfully, for a bit more money, we were able to book a stay at Perhentian Island Resort, and it turned out to be the best decision we made on our entire long vacation.

You have to remember that this is an island, and everything has to be brought in by boat, which makes the level of care and cleanliness at this resort truly remarkable. There are no highways, landfills, or hardware stores, yet they manage to keep everything in pristine condition.

This resort is absolutely fantastic and cared for down to the last detail. The breakfast was great, the rooms were clean and cool with air conditioning, and we received fresh water and towels every single day. The private beach with comfortable sunbeds is located right next to Turtle Beach, one of the most famous snorkeling spots on the Perhentian Islands.
Within walking distance is the wonderful restaurant The Barat, which offers delicious and affordable food. Unlike the resort's restaurant, they also serve a variety of beers, which was a nice bonus.

All in all, this was a fantastic experience. We would recommend anyone to spend a little more for this kind of luxury. The (slightly) cheaper Fauna Beach Resort was twenty times worse and practically falling apart. Count your blessings and go to Perhentian Island Resort; it’s worth every single euro!",2025-08,not_applicable,
Perhentian Island Resort,1.0,"Indecent! There are many things to say about the indecency of the hotel and the staff. Let's start with the fact that they only give a towel to the head with which to dry after the shower and when you wash your face and if you want one more (just for the face or intimate parts, maybe eh) you have to pay. The rooms are never cleaned, at least the sheets changed. They just pull up the blankets, leave the water and change the towels (at least that). If the toilet paper is over, you don't get new but you have to go to the reception and ask!! The hotel is dirty, like the rooms, ruined and kept badly. At 10 o'clock the beach towels are already over. I add photos of the tables for breakfast at 7 am, i.e. at the opening of the breakfast. The Latvians are wooden, very uncomfortable without a mattress that obviously is not expected. The only beautiful thing is the sea. Better find a decent hotel nearby and reach the beach by foot or by taxi Boat.",2025-08,translated_argos,
Perhentian Island Resort,1.0,"Location is beautiful, snorkeling too. Information in advance was unclear and not complete. We were not informed that one of us had to sleep on the floor. One of the kids got very sick and spit in bed. Because of this they found that the bedding was destroyed and we did not get our deposit back. I think this is really weird. The room looks reasonable, it is very outdated and our bathroom was not very clean upon arrival.",2025-08,translated_argos,
Perhentian Island Resort,4.0,"The place is top for diving also and snorkeling. There are several different places. I even saw a sea turtle!

The rooms are good. The restaurant is good but no more. However, I enjoyed the varied choices of their card.

The service is missing by story a little. Staff are smiling and volunteer but there are organizational problems. When we arrived, we wanted to take bath towels for the beach and we were told that there were no more towels and that we had to wait at least 1h30 to get them. No palms provided for snorkling. And the taxi ordered for our departure was 45 minutes late.",2025-08,translated_argos,
Pulau Payar Marine Park,5.0,Highly recommended.. Cntikkk.. Akan dtg lagi...  😍😘🥰 very nice place,2022-12,already_english,
Pulau Payar Marine Park,5.0,Very suitable if you want to healing...,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Best snorkling experience ever. Best accommodation,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,very nice place,2022-12,translated_argos,
Pulau Payar Marine Park,5.0,please consider this as one of your fav place. bcs it it!! worth your money,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Incredible scenery,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Very nice place for vacation.. Recommended,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"Interesting location to visit. No harm coming on vacation. Guaranteed satisfaction. Good job, great place.",2022-12,translated_argos,
Pulau Payar Marine Park,5.0,this place is so cool and highly recommended 😍❤️,2022-12,not_applicable,
Perhentian Island Resort,3.0,"Very well-located hotel, with an excellent paradise-like beach. Shame about the boats constantly coming and going... restaurant with a decent buffet and menu. The room... we got the ""Deluxe Heaven""... it's a piece of s***... horrible... really gives you the creeps... lucky the location is spot-on.",2025-08,translated_manual,
Perhentian Island Resort,4.0,Excellent beach! The hotel is good but there are some unpleasant smells in the rooms and not very well isolated. Otherwise the frame is incredible,2025-08,translated_argos,
Perhentian Island Resort,2.0,"Wonderful landscape crystal clear waters but the structure is bad. To avoid absolutely, bad hygiene standards. Old, dirty and never clean rooms for 5 days. As soon as we arrived we wanted to leave but on the island it was all full and the other structures however are spartane we do not know if cleaner. It is not worth staying in Besar, we recommend Kecil to stay and then move by taxi boat to Besar that still deserves the visit. Avoid this resort!! It is a shame because for the position it would have a very high potential but not exploited.",2025-08,translated_argos,
Perhentian Island Resort,3.0,"Single room but refreshment to plan. The furniture is not at all comfortable like chairs, deckchairs, no wardrobe without the bedroom. The bedding is correct.
Staff overall unfriendly, not very smiling sometimes even no hello
Service to the restaurant rather long. Quality food bof and expensive. I recommend not to spend more than 4 days on site",2025-08,translated_argos,
Perhentian Island Resort,3.0,"Solid dive resort with an onsite dive shop and genuinely wonderful staff. The beach was beautiful, the water crystal clear, and I even saw baby black tip sharks in the shallows (harmless and amazing to see).

Chalets were comfortable with good air-conditioning, but dated and in need of maintenance. Amenities are very basic, with only two small plastic bottles of water provided daily, no dispensers, and extras must be bought at the gift shop. It’s awful that water only comes in plastic bottles, especially when the beach is already littered with caps. I picked up two bucketfuls of plastic waste just walking along the shore.

The BBQ buffet was tasty but ran out quickly, while the regular buffet was limited and not always fresh.

Overall, a good dive base with a beautiful setting, though it was really sad to see both the coral bleaching and the amount of plastic waste.",2025-08,not_applicable,
Perhentian Island Resort,3.0,"The place is lovely and the dream beach, but the quality of the services is really poor. We booked 3 double rooms and received 2 out of 3 singles, very poor cleaning and rooms full of insects and worms. Every day someone came to fix the room but only made the bed and changed the tablecloths, never passed the broom on the ground or washed the bathroom. The food in the restaurant was not great and there were no alcohol of any kind throughout the resort. In one of the 3’ chambers the tube of the sink was broken and giant cocks entered. I mean, there are no words  ",2025-08,translated_argos,
Perhentian Island Resort,1.0,"The last resort|Unfortunately, I whole-heartedly agree with previous reviewers. There are only two factors that keep the resort going - the wonderful beach and sea access, and the fact that - at least during the current high season - the demand for rooms is such that even very over-rated (and over-paid) facilities like the PIR get filled.  It sort of becomes the 'last resort' for people like us who do not book super-early and so miss out on any of the chain of much better places (supposedly lower grade) on this larger of the two islands - including Coral View, Abdul's Chalet, Mama's, Tuna Bay and several others.  All markedly better in most respects than the Perhentian Island Resort.  The place visibly dates back to the 80s, and much of it has not been renovated / updated since then.  No need to repeat what others have said - but just a few examples of the many seemingly little things that 'irked' us.  Breakfast - buffet type, but with low quality products throughout - old (non-fresh) chewy 'croissants', low quality juices, really almost undrinkable coffee... large round tables with unironed table-cloth that still have food remnants from the night before.  No ROTI CANAI - which is a major product produced and consumed for breakfast at the other, smaller resorts. Service people stand in corners of the room but are not helpful at all (except when collecting the pointless breakfast vouchers..).  There is an espresso / coffee machine - but when you ask, any 'good coffee' costs extra (different from 4 star hotels elsewhere).  - Rooms: no hot water (not essential here, but nice to have - available in some of the 'lower grade' resorts nearby).  No TV (again, not essential - but the others have it). Rooms all need to be 'redone' as well as thoroughly cleaned. - Staff - many are friendly and helpful enough, but generally do not seem to be trained well, or speak enough English for this kind of place.  Management / supervision overall seems to be lacking.  Example: we finally moved out to another resort.  The front desk is asked to call the other resort to send a boat. Staff tries once to call, then turns to us and says: no one answering the phone.  We try and immediately get someone and so arrange it all ourselves. - Anyway - our bottom line, and recommendation would be for the owners to do 2 main things: 1) to close the entire place for an entire season (or whatever it takes) to do a major overhaul of the entire facility, and 2) equally important, to seriously strengthen management and supervision, as well as retrain staff.",2025-08,not_applicable,
Perhentian Island Resort,1.0,"Unfortunately, I whole-heartedly agree with previous reviewers. There are only two factors that keep the resort going - the wonderful beach and sea access, and the fact that - at least during the current high season - the demand for rooms is such that even very over-rated (and over-paid) facilities like the PIR get filled.  It sort of becomes the 'last resort' for people like us who do not book super-early and so miss out on any of the chain of much better places (supposedly lower grade) on this larger of the two islands - including Coral View, Abdul's Chalet, Mama's, Tuna Bay and several others.  All markedly better in most respects than the Perhentian Island Resort.  The place visibly dates back to the 80s, and much of it has not been renovated / updated since then.  No need to repeat what others have said - but just a few examples of the many seemingly little things that 'irked' us.  Breakfast - buffet type, but with low quality products throughout - old (non-fresh) chewy 'croissants', low quality juices, really almost undrinkable coffee... large round tables with unironed table-cloth that still have food remnants from the night before.  No ROTI CANAI - which is a major product produced and consumed for breakfast at the other, smaller resorts. Service people stand in corners of the room but are not helpful at all (except when collecting the pointless breakfast vouchers..).  There is an espresso / coffee machine - but when you ask, any 'good coffee' costs extra (different from 4 star hotels elsewhere).  - Rooms: no hot water (not essential here, but nice to have - available in some of the 'lower grade' resorts nearby).  No TV (again, not essential - but the others have it). Rooms all need to be 'redone' as well as thoroughly cleaned. - Staff - many are friendly and helpful enough, but generally do not seem to be trained well, or speak enough English for this kind of place.  Management / supervision overall seems to be lacking.  Example: we finally moved out to another resort.  The front desk is asked to call the other resort to send a boat. Staff tries once to call, then turns to us and says: no one answering the phone.  We try and immediately get someone and so arrange it all ourselves. - Anyway - our bottom line, and recommendation would be for the owners to do 2 main things: 1) to close the entire place for an entire season (or whatever it takes) to do a major overhaul of the entire facility, and 2) equally important, to seriously strengthen management and supervision, as well as retrain staff.",2025-08,not_applicable,
Perhentian Island Resort,3.0,"Hotel that hardly deserves its 3 stars. Rooms that deserve a new shot, insects in the rooms, no storage. The cleaning is done very quickly... The restaurant is no better, the waiters ignore us, the tables are dirty but the meals are good. The pool was green when we arrived, the unusable tennis court... I'm glad the volleyball was okay. And they have the most beautiful beach on the island...",2025-08,translated_argos,
Pulau Payar Marine Park,5.0,Best.,2022-12,translated_argos,
Pulau Payar Marine Park,5.0,Best place for holidays. Best view. Best scenery. Make best photos.,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"Best place for you family, specially kids..
You'll have a great time overall..!",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Excellent atmosphere and good crowd,2022-12,not_applicable,
Pulau Payar Marine Park,1.0,The place is closed and the maps take you into middle of some houses.,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Really love the clean and blue water while feel the atmosphere,2022-12,not_applicable,
Pulau Payar Marine Park,4.0,Like this place..must come again.,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,such as wonderful place..,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Nice place for visit,2022-12,not_applicable,
Perhentian Island Resort,2.0,"Idyllic location on the most beautiful beach on the island. The sea view bungalows are top. We have also experienced those in the background, who are simply dilapidated or even abandoned...!
The staff is not welcoming at all!
We recommend sea view bungalows for the splendid view, but we do not recommend this hotel for its welcome.",2025-08,translated_argos,
Perhentian Island Resort,5.0,"Good experience here water so clean
,,, good for scuba
Staff of the resort is very good & freandly",2025-08,not_applicable,
Perhentian Island Resort,1.0,"My wife and I stayed in this structure for 3 nights and are ready to give my opinion of how the experience went: we start from the best point that is the island, beautiful to see, in part still remained wild while in the other vast majority invaded by the man's hand to create the various villages used for tourism. Now we pass to the worst parts of this stay: The staff is completely unwitting, thirsty to live, they are there as if someone put a gun at his head, completely apaticis therefore null. The restaurant of this location goes from mediocre to bad everything to personal interpretation, we have had lunch every 3 days and I have to say that as food is not bad, of course you can not wait for the Italian cuisine but as a whole you eat quite discreetly but as for the cleaning of the tables we leave losing because it really sucks while the staff trained as written above is useless you have to call them for anything even to bring you the menu.. they are looking at you with expression from ebetes but they do not carry out their work, they continually miss orders or they forget things so as for the catering part we put a cross on it with a small point of favor to local food. We then pass to the rooms: they assigned us a room type the most distant from the structure where to get there every time you die of heat not being reached by any type of air (in the island is really so hot) once you enter the house assigned us the not cleaning reigns sovereign, old furniture and vetusti, the napkins of the bed stained by a not well defined thing, dirty windows, room full of insects between few mosquitoes and luck. Dirty stains everywhere the air conditioner works well fortunately but left to itself in the sense that full of dust in the filters so you can imagine the quality of the air breathed.. we decided not to contest and keep what they gave us, for the change of towels fortunately it was done every day compared to other reviews. In the end I can say that the beach deserves even if in the morning you have to wake up early and put your own towels to take the best places to the shadow to avoid dying of hot during the day.",2025-08,translated_argos,
Perhentian Island Resort,4.0,"Very nice place to cool off, swim and snorkling.",2025-08,translated_argos,
Perhentian Island Resort,5.0,I was not a resident but the beach is beautiful,2025-08,translated_argos,
Perhentian Island Resort,4.0,"The room is spacious, clean and cozy. No wifi in the room. There are cloth hangers at the balcony and water pipe Infront your room to clean the sand. They bring you fresh towel and water everyday. The path towards the rooms is not good. monkeys and lizards are you neighbor.",2025-08,not_applicable,
Perhentian Island Resort,5.0,"The hotel is located on one of the most beautiful beaches of the Perhentians, there is a huge sea species for snorkeling it is a great place...
The restaurant is correct, special mention for the BBQ of fresh fish in the evening
The rooms are however old but this is the case for most hotels in the Perhentian islands.",2025-07,translated_argos,
Perhentian Island Resort,1.0,"价格与服务不匹配，不建议入住
我们于2025年7月25日（星期五）上午11:45抵达大停泊岛，但并无酒店员工迎接或指引。我们自行拖行李前往接待处后才得知酒店其实有行李运送服务，但并未在码头提供协助，实在不合理。

办理入住后被告知下午三点才能拿房，而我们的三天两夜浮潜配套第一场活动是在当天下午三点。多数酒店通常会弹性安排提前入住以配合行程，但这家酒店没有任何协调，只让我们寄存贵重物品。

浮潜结束后回到酒店，却发现行李被随意放在房门口。询问之下，工作人员称“不能随意进房”，但行李却能丢在无人看管的走廊两小时，无闭路电视保障，安全隐患极大。

入住后还发现冰箱里有半瓶喝过的水，明显房间未彻底清洁。而第二天虽然我们挂了“请勿打扰”牌子，外出浮潜回来后却发现有人进入更换了毛巾和水，前后政策矛盾。

泳池也未清洁彻底，底部明显布满污垢，令人却步。此外，酒店物价离谱，一罐普通汽水竟要RM9，远高于一般岛上酒店。

尽管大停泊岛本身风景迷人，我未来可能还会再来，但绝不会再入住这家酒店，服务水平与价格严重不符。

The price does not match the service, not recommended
We arrived at Perhentian Besar Island at 11:45 AM on July 25, 2025, but no hotel staff were present to greet or assist us. We had to carry our luggage ourselves to reception, only to find out later that luggage service was supposed to be provided—why wasn’t anyone at the jetty?

After checking in, we were told we could only access our room at 3 PM, even though our snorkeling package likely had the first session at 2 PM. Other hotels typically allow early check-in for such cases, but no flexibility was offered here.

After snorkeling (3–5 PM), we returned to find our bags left outside the room. Staff claimed they couldn’t enter rooms—but then why leave bags unattended for hours in a public hallway with no CCTV?

In our room, we found a half-drunk water bottle in the fridge—clear sign of poor housekeeping. On day two, although we had a “Do Not Disturb” sign up, someone entered to change towels and water, contradicting their earlier “no entry” policy.

The swimming pool was dirty, with grime covering much of the floor, making it uninviting. Prices were also unreasonable—RM9 for a basic soda, far above island norms.

While Perhentian Island itself is beautiful, I will not stay at this hotel again. Its service quality does not match its pricing.",2025-07,not_applicable,
Pulau Payar Marine Park,5.0,"Love and amazing experience. Enjoy the snorkeling with sea life, clear and clean water. The joy and fun definitely won't let u down.",2022-12,not_applicable,
Pulau Payar Marine Park,4.0,What a great pleasure to spend the year end holiday here. Totally worth it!,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,I really like the beach. The water is crystal clear and my family very enjoy swimming and snorkling,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,This place is amazing.. really had a tiring but fun time snorkelling here..,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,one of the best Marine Park in the west coast. must visit place.,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"The clear sea is perfect for snorkeling. Can see anything in the sea through snorkeling. If you want to get here, you have to take a ferry, of course it's crowded because there are too many people taking the ferry. It is most comfortable to take a flight straight down to Langkawi. If you're smart, you can find a package that fits your budget and time. It is a favorite place to visit and highly recommended for a family vacation",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"Whether you do island hopping or day trip to just this  park.. its a must go destination. You can have great activity doing snorkeling, swimming or scuba diving, the experience is ao great and I am sure after experiencing these, you definitely will come back again.",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,It's always different world for snorkeling loverr,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,What a beautiful view.,2022-12,translated_argos,
Pulau Payar Marine Park,5.0,Great scenery! Great place to bring family and friends!,2022-12,not_applicable,
Perhentian Island Resort,4.0,"The location is if you like snorkeling super. For the lodge (you have to go if there are not all boats there) you can see turtles, rays, sharks, clown fish and other fish.
The rooms need a little paint. The buffet is less, if you have a choice. Ordering from the card is better.
You can lie on the beach.",2025-07,translated_argos,
Perhentian Island Resort,1.0,"We were very disappointed with our stay. The room was infested with insects and bugs, and there appeared to be no cleaning service provided—only the towels were replaced, and only if we specifically requested room cleaning. The bathroom was extremely basic and consistently smelled of urine.
The restaurant was not clean, the food quality was very poor, and the staff appeared unmotivated and unhappy, which made the breakfast experience uncomfortable.
The photos on both the PIR website and Agoda do not reflect the actual condition of the property. They are highly misleading and do not represent the reality of what guests can expect.

We ended up checking out after just two nights, even though we had booked for four. Unfortunately, we were unable to get a refund as the booking was made through Agoda for double the price than the PIR room rates.",2025-07,not_applicable,
Perhentian Island Resort,1.0,"This hotel must have been great at some point, but now it's outdated and completely neglected. The buffet is pitiful — ants running all over the food. The rooms are fine, but we found salamanders inside the cabin, and on the second night we suffered a bedbug attack. It's very expensive for what it is. They take advantage of being the only option — take it or leave it.
Such a shame, because the location is ideal and guests could leave very happy.",2025-07,translated_manual,
